Date,Berkeley_Temperature,CRU_Temperature,NASA_Temperature,NOAA_Temperature,Global_Temp_Avg,Warming_Velocity_12m,Warming_Velocity_10y,Temp_Volatility_12m,Trend_Component,Seasonal_Component,Residual_Component,Decade
1853-08-01,-0.187,-0.04,,-0.572,-0.266,0.009,,0.1091,-0.3785105226515415,0.07872157989051307,0.033788942761028395,1850
1853-09-01,-0.209,-0.266,,-0.695,-0.39,-0.205,,0.1011,-0.38314711648274286,0.056518911787119624,-0.06337179530437681,1850
1853-10-01,-0.312,-0.373,,-0.706,-0.464,-0.18,,0.1051,-0.38737014983375245,0.05186349295151647,-0.128493343117764,1850
1853-11-01,-0.44,-0.401,,-0.737,-0.526,-0.233,,0.1135,-0.3912851716062266,-0.01726152182445053,-0.1174533065693229,1850
1853-12-01,-0.165,-0.326,,-0.643,-0.378,-0.13,,0.1062,-0.3947716016294806,-0.0010236965161866467,0.01779529814566727,1850
1854-01-01,-0.425,-0.403,,-0.824,-0.551,-0.092,,0.1149,-0.39733459576919905,-0.0845309249338277,-0.0691344792969733,1850
1854-02-01,-0.441,-0.392,,-0.74,-0.524,-0.059,,0.1194,-0.39850946983507846,-0.08531203448697579,-0.04017849567794579,1850
1854-03-01,-0.139,-0.247,,-0.726,-0.371,0.075,,0.1187,-0.3977831041898232,-0.02907444846792024,0.05585755265774345,1850
1854-04-01,-0.151,-0.327,,-0.693,-0.39,0.064,,0.1171,-0.3945361216410143,-0.06525716854187702,0.06979329018289132,1850
1854-05-01,-0.438,-0.277,,-0.656,-0.457,-0.088,,0.1186,-0.38863402365662647,-0.03450597019953437,-0.03386000614383916,1850
1854-06-01,-0.272,-0.302,,-0.578,-0.384,-0.143,,0.1085,-0.3809771340236806,0.054890820890514926,-0.057913686866834346,1850
1854-07-01,-0.171,-0.162,,-0.596,-0.31,-0.131,,0.0882,-0.3729036151624458,0.10017290665284354,-0.03726929149039776,1850
1854-08-01,-0.049,-0.233,,-0.624,-0.302,-0.036,,0.083,-0.36570572307821786,0.0657143133548128,-0.002008590276594946,1850
1854-09-01,-0.051,-0.216,,-0.603,-0.29,0.1,,0.091,-0.35994540895054483,0.024303863869216437,0.045641545081328394,1850
1854-10-01,-0.105,-0.099,,-0.561,-0.255,0.209,,0.0998,-0.35553784038159625,0.04967174337958228,0.050866097002013944,1850
1854-11-01,-0.088,-0.412,,-0.618,-0.373,0.153,,0.0909,-0.35249854555004123,-0.03880926967368208,0.018307815223723323,1850
1854-12-01,-0.188,-0.454,,-0.641,-0.428,-0.05,,0.0918,-0.35096661486240577,-0.029332318288580052,-0.04770106684901415,1850
1855-01-01,-0.215,-0.17,,-0.698,-0.361,0.19,,0.0758,-0.3504459776132611,-0.048279077713885274,0.03772505532714637,1850
1855-02-01,0.043,-0.313,,-0.716,-0.329,0.195,,0.0589,-0.3505529580620103,-0.044981920855170054,0.06653487891718035,1850
1855-03-01,0.006,-0.345,,-0.686,-0.342,0.029,,0.0587,-0.3514346601506345,-0.0007631862593199912,0.01019784640995447,1850
1855-04-01,-0.089,-0.211,,-0.74,-0.347,0.043,,0.0575,-0.3533194463435164,-0.05758182735307597,0.06390127369659243,1850
1855-05-01,-0.18,-0.368,,-0.695,-0.414,0.043,,0.0511,-0.35610460631569807,-0.04107776992931617,-0.016817623754985744,1850
1855-06-01,-0.125,-0.333,,-0.616,-0.358,0.026,,0.0498,-0.35968371918565406,0.055048739296448504,-0.053365020110794414,1850
1855-07-01,-0.305,-0.315,,-0.734,-0.451,-0.141,,0.0575,-0.36410670520605576,0.08110591694586763,-0.16799921173981186,1850
1855-08-01,-0.124,-0.202,,-0.625,-0.317,-0.015,,0.0564,-0.3690754900128453,0.05124208233244299,0.0008334076804022983,1850
1855-09-01,-0.151,-0.259,,-0.744,-0.385,-0.095,,0.0529,-0.3744101079206586,0.007862979572971234,-0.01845287165231263,1850
1855-10-01,-0.033,-0.2,,-0.624,-0.286,-0.031,,0.0477,-0.38016204193959163,0.0477513596778779,0.04641068226171374,1850
1855-11-01,-0.198,-0.374,,-0.702,-0.425,-0.052,,0.0506,-0.3865616683975745,-0.035799796658889285,-0.0026385349435362193,1850
1855-12-01,-0.29,-0.408,,-0.655,-0.451,-0.023,,0.0534,-0.39371576473463843,-0.04778243043119617,-0.009501804834165406,1850
1856-01-01,-0.236,-0.083,,-0.431,-0.25,0.111,,0.064,-0.4019341478505793,-0.01843778173420711,0.1703719295847864,1850
1856-02-01,-0.209,-0.347,,-0.627,-0.394,-0.065,,0.0637,-0.4114816438596663,-0.02361821067607009,0.041099854535736335,1850
1856-03-01,-0.092,-0.371,,-0.733,-0.399,-0.057,,0.0636,-0.4223895225693968,0.005967404443926336,0.017422118125470454,1850
1856-04-01,-0.467,-0.314,,-0.881,-0.554,-0.207,,0.0815,-0.43473898467854794,-0.07329879109855557,-0.04596222422289653,1850
1856-05-01,-0.186,-0.293,,-0.751,-0.41,0.004,,0.0814,-0.4483417109578839,-0.05121472738435001,0.08955643834223392,1850
1856-06-01,-0.155,-0.225,,-0.64,-0.34,0.018,,0.0822,-0.46282921166043317,0.06972655461380665,0.05310265704662648,1850
1856-07-01,-0.168,-0.223,,-0.698,-0.363,0.088,,0.08,-0.47825976892460426,0.06658061512172901,0.04867915380287524,1850
1856-08-01,-0.345,-0.249,,-0.87,-0.488,-0.171,,0.0827,-0.4943936890734346,0.05255351085686569,-0.04615982178343103,1850
1856-09-01,-0.44,-0.402,,-0.823,-0.555,-0.17,,0.0945,-0.5104729805067946,0.005371416375965906,-0.04989843586917142,1850
1856-10-01,-0.296,-0.446,,-0.966,-0.569,-0.283,,0.0961,-0.5257746708793644,0.03882532830630362,-0.08205065742693918,1850
1856-11-01,-0.354,-0.561,,-0.781,-0.565,-0.14,,0.1033,-0.539390399666184,-0.03337792830635056,0.007768327972534572,1850
1856-12-01,-0.677,-0.423,,-0.67,-0.59,-0.139,,0.1115,-0.5506377997895051,-0.054703725254142674,0.01534152504364783,1850
1857-01-01,-0.508,-0.494,,-0.718,-0.573,-0.323,,0.0949,-0.5593742751492233,-0.008592062569221594,-0.005033662281554996,1850
1857-02-01,-0.53,-0.442,,-0.959,-0.644,-0.25,,0.1008,-0.565672107909625,-0.020112587950951097,-0.058215304139423996,1850
1857-03-01,-0.533,-0.488,,-0.82,-0.614,-0.215,,0.0995,-0.569558395870146,0.006085696665735046,-0.05052730079558898,1850
1857-04-01,-0.607,-0.675,,-0.922,-0.735,-0.181,,0.1169,-0.5706549588439835,-0.07139639174470677,-0.09294864941130965,1850
1857-05-01,-0.386,-0.654,,-0.958,-0.666,-0.256,,0.115,-0.569111480658729,-0.062385056333807705,-0.03450346300746332,1850
1857-06-01,-0.338,-0.291,,-0.724,-0.451,-0.111,,0.0992,-0.5654346201483376,0.08678502601090538,0.027649594137432176,1850
1857-07-01,-0.414,-0.404,,-0.739,-0.519,-0.156,,0.0778,-0.5604240873053048,0.06588219441716206,-0.024458107111857252,1850
1857-08-01,-0.338,-0.356,,-0.768,-0.487,0.001,,0.0779,-0.5548338331743741,0.06522044452389504,0.0026133886504789983,1850
1857-09-01,-0.305,-0.368,,-0.827,-0.5,0.055,,0.0811,-0.5489567093990226,0.006163857258344702,0.04279285214067796,1850
1857-10-01,-0.259,-0.467,,-0.857,-0.528,0.041,,0.0823,-0.5424862346914885,0.02796195607994549,-0.013475721388456985,1850
1857-11-01,-0.291,-0.662,,-0.762,-0.572,-0.007,,0.0823,-0.5355926893388193,-0.0351771775736636,-0.0012301330875170713,1850
1857-12-01,-0.245,-0.289,,-0.612,-0.382,0.208,,0.0987,-0.5288795554648448,-0.04923725832787828,0.19611681379272305,1850
1858-01-01,-0.541,-0.336,,-0.749,-0.542,0.031,,0.0986,-0.5226012923913607,-0.03723949619360664,0.017840788584967293,1850
1858-02-01,-0.333,-0.488,,-0.79,-0.537,0.107,,0.0944,-0.5169517365654029,-0.03398065123021561,0.013932387795618562,1850
1858-03-01,-0.113,-0.566,,-0.733,-0.471,0.143,,0.0939,-0.5121295504276391,-0.00743431796777633,0.04856386839541543,1850
1858-04-01,-0.363,-0.43,,-0.843,-0.545,0.19,,0.0694,-0.5079951042084474,-0.035130791142502005,-0.0018741046490506896,1850
1858-05-01,-0.444,-0.523,,-0.851,-0.606,0.06,,0.0591,-0.5042644881517432,-0.050491161815673105,-0.05124435003258365,1850
1858-06-01,-0.383,-0.36,,-0.687,-0.477,-0.026,,0.0571,-0.5007065194372857,0.08885641819162346,-0.06514989875433774,1850
1858-07-01,-0.257,-0.341,,-0.671,-0.423,0.096,,0.0628,-0.49676984370104277,0.037637295288263255,0.03613254841277952,1850
1858-08-01,-0.266,-0.288,,-0.596,-0.383,0.104,,0.0721,-0.4920028286506688,0.07876689305362027,0.030235935597048513,1850
1858-09-01,-0.366,-0.28,,-0.829,-0.492,0.008,,0.0721,-0.48616277932304247,0.03643762099351978,-0.04227484167047729,1850
1858-10-01,-0.254,-0.292,,-0.664,-0.403,0.125,,0.0761,-0.4795244986220969,0.020537912576088804,0.05598658604600809,1850
1858-11-01,-0.411,-0.404,,-0.804,-0.54,0.032,,0.0733,-0.47258895857447286,-0.03711411419427759,-0.030296927231249604,1850
1858-12-01,-0.45,-0.455,,-0.849,-0.585,-0.203,,0.0711,-0.4657244575265219,-0.037652494450085915,-0.08162304802339215,1850
1859-01-01,-0.544,-0.405,,-0.771,-0.573,-0.031,,0.0733,-0.45924502048328214,-0.08591695428782876,-0.027838025228889063,1850
1859-02-01,-0.394,-0.351,,-0.693,-0.479,0.058,,0.0728,-0.45306021688142223,-0.04425999100996519,0.01832020789138744,1850
1859-03-01,-0.344,-0.322,,-0.714,-0.46,0.011,,0.0732,-0.4467532017082004,-0.027146612060173048,0.013899813768373404,1850
1859-04-01,-0.111,-0.189,,-0.673,-0.324,0.221,,0.0867,-0.43997852533865484,0.01152641319827711,0.1044521121403777,1850
1859-05-01,-0.071,-0.17,,-0.543,-0.261,0.345,,0.0972,-0.4329043699495372,-0.01698450254492464,0.18888887249446182,1850
1859-06-01,-0.053,-0.24,,-0.637,-0.31,0.167,,0.1046,-0.4261487394209243,0.07977783020169135,0.03637090921923297,1850
1859-07-01,-0.383,-0.29,,-0.851,-0.508,-0.085,,0.1065,-0.4206873191735559,0.030189672202610873,-0.11750235302905504,1850
1859-08-01,-0.213,-0.266,,-0.544,-0.341,0.042,,0.1093,-0.4171813514822467,0.0912293758444794,-0.015048024362232681,1850
1859-09-01,-0.472,-0.401,,-0.837,-0.57,-0.078,,0.1149,-0.41575761604607314,0.06187853599063869,-0.21612091994456545,1850
1859-10-01,-0.18,-0.247,,-0.788,-0.405,-0.002,,0.1149,-0.4165625198379576,0.010882123382415412,0.0006803964555421871,1850
1859-11-01,-0.27,-0.31,,-0.672,-0.417,0.123,,0.1112,-0.4193226137121481,-0.03870382746145217,0.04102644117360027,1850
1859-12-01,-0.427,-0.311,,-0.43,-0.389,0.196,,0.1012,-0.42330413920906584,-0.02681470964206077,0.06111884885112662,1850
1860-01-01,-0.289,-0.39,,-0.79,-0.49,0.083,0.23,0.0923,-0.4279237378359563,-0.14806899815933167,0.08599273599528795,1860
1860-02-01,-0.212,-0.478,,-0.815,-0.502,-0.023,-0.061,0.094,-0.4328848252961261,-0.09190873330132317,0.02279355859744925,1860
1860-03-01,-0.106,-0.789,,-0.964,-0.62,-0.16,-0.053,0.1108,-0.4383148547359863,-0.04316574128512567,-0.13851940397888807,1860
1860-04-01,-0.121,-0.31,,-0.856,-0.429,-0.105,0.349,0.1059,-0.44508119595000095,0.047800156597314014,-0.031718960647313055,1860
1860-05-01,-0.105,-0.371,,-0.768,-0.415,-0.154,0.134,0.0909,-0.4537492069234758,0.031698788128477005,0.007050418794998847,1860
1860-06-01,-0.21,-0.213,,-0.758,-0.394,-0.084,0.01,0.082,-0.463416349613645,0.09313760107676089,-0.023721251463115933,1860
1860-07-01,-0.297,-0.211,,-0.782,-0.43,0.078,-0.141,0.0806,-0.472295086468677,0.03388041225207494,0.00841467421660208,1860
1860-08-01,-0.393,-0.137,,-0.641,-0.39,-0.049,-0.057,0.0757,-0.4794315391857565,0.09126185503511801,-0.0018303158493615523,1860
1860-09-01,-0.199,-0.177,,-0.689,-0.355,0.215,0.09,0.0711,-0.48450992819804106,0.08359604348981914,0.04591388470822194,1860
1860-10-01,-0.246,-0.391,,-0.949,-0.529,-0.124,-0.032,0.075,-0.48778862676632184,0.0030046357871926946,-0.04421600902087086,1860
1860-11-01,-0.241,-0.622,,-0.787,-0.55,-0.133,-0.179,0.0799,-0.48999407743399415,-0.028857064915402235,-0.031148857650603712,1860
1860-12-01,-0.446,-0.797,,-0.998,-0.747,-0.358,-0.265,0.1122,-0.4921233583013896,0.00021648687641520007,-0.2550931285750256,1860
1861-01-01,-0.321,-0.905,,-1.057,-0.761,-0.271,-0.279,0.1372,-0.4949017955353111,-0.20353362029496513,-0.06256458416972377,1860
1861-02-01,-0.783,-0.681,,-1.209,-0.891,-0.389,-0.39,0.1757,-0.4984437272140548,-0.16032785046390013,-0.23222842232204516,1860
1861-03-01,-0.296,-0.422,,-0.852,-0.523,0.097,0.095,0.174,-0.5026083603448652,-0.062121391909242284,0.041729752254107466,1860
1861-04-01,0.008,-0.396,,-0.845,-0.411,0.018,0.278,0.1751,-0.5072539159247296,0.05019076361124107,0.04606315231348851,1860
1861-05-01,-0.315,-0.697,,-0.998,-0.67,-0.255,-0.252,0.1749,-0.5123471959969217,0.0746563928466432,-0.2323091968497215,1860
1861-06-01,-0.155,-0.272,,-0.803,-0.41,-0.016,-0.104,0.1737,-0.5177234054323829,0.10364809808780935,0.00407530734457362,1860
1861-07-01,-0.277,-0.349,,-0.74,-0.455,-0.025,-0.233,0.1722,-0.5235597713600488,0.05513130579073196,0.013428465569316872,1860
1861-08-01,-0.26,-0.098,,-0.826,-0.395,-0.005,-0.115,0.1717,-0.5303951845954538,0.07773311872670789,0.05766206586874584,1860
1861-09-01,-0.207,-0.334,,-0.804,-0.448,-0.093,-0.142,0.1636,-0.5385921488553288,0.09412635016728271,-0.0035342013119539217,1860
1861-10-01,-0.372,-0.516,,-0.783,-0.557,-0.028,-0.326,0.1633,-0.547583423242423,0.002773848924522245,-0.01219042568209927,1860
1861-11-01,0.018,-0.488,,-0.665,-0.378,0.172,-0.077,0.1723,-0.5567797035459706,-0.01166623138911663,0.19044593493508727,1860
1861-12-01,-0.546,-0.408,,-0.749,-0.568,0.179,-0.224,0.1615,-0.5657826601112658,0.021085152391069475,-0.023302492279803633,1860
1862-01-01,-0.62,-0.83,,-1.025,-0.825,-0.064,-0.385,0.1703,-0.5739011321402093,-0.22375243083421692,-0.02734643702557371,1860
1862-02-01,-0.638,-0.797,,-1.046,-0.827,0.064,-0.275,0.1591,-0.581076707883887,-0.18309552864865838,-0.06282776346745456,1860
1862-03-01,-0.505,-0.538,,-0.995,-0.679,-0.156,-0.003,0.164,-0.587543064786838,-0.06346223667925824,-0.027994698533903795,1860
1862-04-01,-0.364,-0.533,,-0.829,-0.575,-0.164,0.034,0.1579,-0.5932623392217976,0.023444299628971002,-0.005181960407173336,1860
1862-05-01,-0.274,-0.345,,-0.847,-0.489,0.181,-0.187,0.1556,-0.5975162163112981,0.09792209115811308,0.01059412515318503,1860
1862-06-01,-0.285,-0.275,,-0.821,-0.46,-0.05,-0.243,0.1521,-0.5995768036111344,0.11465583574385355,0.02492096786728082,1860
1862-07-01,-0.377,-0.356,,-0.826,-0.52,-0.065,-0.339,0.1494,-0.5994763562988646,0.08597659776084735,-0.006500241461982692,1860
1862-08-01,-0.356,-0.5,,-0.894,-0.583,-0.188,-0.308,0.1401,-0.5987032683547906,0.06222702670858146,-0.046523758353790856,1860
1862-09-01,-0.272,-0.399,,-0.92,-0.53,-0.082,-0.345,0.1352,-0.6001511097395215,0.054005225321753544,0.016145884417767875,1860
1862-10-01,-0.096,-0.501,,-0.946,-0.514,0.043,-0.23,0.1365,-0.6044109918883248,-0.004170840660818557,0.09458183254914332,1860
1862-11-01,-0.41,-0.685,,-0.82,-0.638,-0.26,-0.345,0.1215,-0.6092982588541636,0.015274538923500522,-0.04397628006933696,1860
1862-12-01,-0.733,-0.898,,-1.198,-0.943,-0.375,-0.695,0.1557,-0.6137440606712697,0.01848810817897036,-0.3477440475077006,1860
1863-01-01,-0.527,-0.087,,-0.774,-0.463,0.362,-0.004,0.1499,-0.6174299117934302,-0.2067205630205637,0.36115047481399387,1860
1863-02-01,-0.486,-0.284,,-0.904,-0.558,0.269,-0.093,0.1322,-0.6198476950165344,-0.18577896426164986,0.24762665927818417,1860
1863-03-01,-0.238,-0.414,,-0.875,-0.509,0.17,-0.063,0.1296,-0.6209832555116725,-0.0739532325388197,0.18593648805049223,1860
1863-04-01,-0.172,-0.336,,-0.783,-0.43,0.145,0.024,0.1353,-0.6216045277618045,-0.013789293461956842,0.20539382122376137,1860
1863-05-01,-0.27,-0.391,,-0.869,-0.51,-0.021,-0.141,0.1345,-0.6227380780940645,0.10171448263770494,0.011023595456359447,1860
1863-06-01,-0.431,-0.418,,-0.883,-0.577,-0.117,-0.336,0.1312,-0.6249815382423782,0.13270438258394854,-0.08472284434157029,1860
1863-07-01,-0.404,-0.357,,-0.894,-0.552,-0.032,-0.373,0.1305,-0.6267601787502213,0.11877777484107489,-0.04401759609085365,1860
1863-08-01,-0.53,-0.335,,-0.873,-0.579,0.004,-0.313,0.1305,-0.6246571580850508,0.040873779448100105,0.004783378636950775,1860
1863-09-01,-0.503,-0.405,,-0.993,-0.634,-0.104,-0.244,0.1313,-0.6182579146654092,0.026523351385784485,-0.042265436720375194,1860
1863-10-01,-0.384,-0.561,,-1.006,-0.65,-0.136,-0.186,0.1314,-0.6094179845962989,-0.015245578772197222,-0.025336436631503867,1860
1863-11-01,-0.238,-0.5,,-0.741,-0.493,0.145,0.033,0.1329,-0.5994897173109774,0.03279118896639892,0.07369852834457857,1860
1863-12-01,-0.245,-0.506,,-0.777,-0.509,0.434,-0.131,0.0656,-0.5894225005708815,-0.000614445027808405,0.0810369455986899,1860
1864-01-01,-0.426,-0.825,,-1.01,-0.754,-0.291,-0.203,0.0858,-0.5799485750225948,-0.14509871965486637,-0.028952705322538907,1860
1864-02-01,-0.53,-0.605,,-1.027,-0.721,-0.163,-0.197,0.0971,-0.571365565515802,-0.1214483283934272,-0.02818610609077077,1860
1864-03-01,-0.47,-0.531,,-0.999,-0.667,-0.158,-0.296,0.0978,-0.563785288635031,-0.09132665896644653,-0.01188805239852253,1860
1864-04-01,-0.559,-0.557,,-0.799,-0.638,-0.208,-0.248,0.0845,-0.5571481601450745,-0.06139378111450443,-0.019458058740421058,1860
1864-05-01,-0.266,-0.346,,-0.696,-0.436,0.074,0.021,0.0943,-0.5510946808248884,0.04807921058615613,0.06701547023873233,1860
1864-06-01,-0.113,-0.116,,-0.66,-0.296,0.281,0.088,0.1292,-0.544559849952712,0.1329712948974589,0.11558855505525312,1860
1864-07-01,-0.07,-0.287,,-0.69,-0.349,0.203,-0.039,0.1451,-0.5365146435071693,0.15040802847279364,0.03710661503437562,1860
1864-08-01,-0.372,-0.344,,-0.881,-0.532,0.047,-0.23,0.1452,-0.5270891978535046,0.044877130022970266,-0.04978793216946564,1860
1864-09-01,-0.267,-0.526,,-0.821,-0.538,0.096,-0.248,0.1432,-0.5168481416603674,0.01922296815945526,-0.04037482649908786,1860
1864-10-01,-0.264,-0.672,,-0.865,-0.6,0.05,-0.345,0.1407,-0.5060839664342359,-0.02992492964252733,-0.0639911039232367,1860
1864-11-01,-0.144,-0.492,,-0.754,-0.463,0.03,-0.09,0.1419,-0.49502315061995833,0.046722085884492275,-0.014698935264533974,1860
1864-12-01,-0.305,-0.627,,-0.872,-0.601,-0.092,-0.173,0.1425,-0.4837628062466291,-0.018045788677999174,-0.09919140507537166,1860
1865-01-01,-0.107,-0.23,,-0.475,-0.271,0.483,0.09,0.1476,-0.47212635423787463,-0.08944526584302169,0.2905716200808963,1860
1865-02-01,-0.003,-0.513,,-0.716,-0.411,0.31,-0.082,0.1337,-0.4599968849074097,-0.08105162875267025,0.13004851366007997,1860
1865-03-01,-0.024,-0.717,,-0.868,-0.536,0.131,-0.194,0.1222,-0.4470613373246744,-0.10593397276773504,0.0169953100924094,1860
1865-04-01,-0.107,-0.545,,-0.856,-0.503,0.135,-0.156,0.1113,-0.4329834464050063,-0.10425413597615071,0.03423758238115704,1860
1865-05-01,-0.15,-0.495,,-0.784,-0.476,-0.04,-0.062,0.1111,-0.4183885550144892,-0.008479695530872664,-0.04913174945463811,1860
1865-06-01,-0.044,-0.251,,-0.552,-0.282,0.014,0.076,0.1131,-0.4049019120983055,0.13960575413004742,-0.01670384203174191,1860
1865-07-01,0.213,-0.297,,-0.514,-0.199,0.15,0.252,0.1333,-0.3942378852402907,0.17040184614808446,0.02483603909220622,1860
1865-08-01,-0.042,-0.247,,-0.57,-0.286,0.246,0.031,0.1386,-0.3871829177654171,0.04941586433128168,0.0517670534341354,1860
1865-09-01,0.046,-0.233,,-0.545,-0.244,0.294,0.141,0.1437,-0.38390155687688493,0.02604303811919966,0.11385851875768527,1860
1865-10-01,-0.17,-0.329,,-0.582,-0.36,0.24,-0.074,0.1304,-0.3834963757531544,-0.02471341573317086,0.04820979148632526,1860
1865-11-01,-0.054,-0.338,,-0.715,-0.369,0.094,0.056,0.1281,-0.3848049029240902,0.0629142336603383,-0.04710933073624812,1860
1865-12-01,-0.062,-0.513,,-0.669,-0.415,0.186,0.036,0.1084,-0.38740717423690924,-0.06073396940869052,0.03314114364559978,1860
1866-01-01,-0.155,-0.23,,-0.522,-0.302,-0.031,-0.052,0.1064,-0.39144733196098064,-0.03865326763685257,0.1281005995978332,1860
